"STATISTIC","Statistic","TLIST(A1)","Year","C02039V02469","Type of Crop","UNIT","VALUE"
"AQA03C3","Crop Yield","2004","2004","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2005","2005","01","Total wheat, oats and barley","000 Tonnes","1938"
"AQA03C3","Crop Yield","2005","2005","011","Total wheat","000 Tonnes","802.7"
"AQA03C3","Crop Yield","2005","2005","0111","Winter wheat","000 Tonnes","572"
"AQA03C3","Crop Yield","2005","2005","0112","Spring wheat","000 Tonnes","229.7"
"AQA03C3","Crop Yield","2005","2005","012","Total oats","000 Tonnes","112.8"
"AQA03C3","Crop Yield","2005","2005","0121","Winter oats","000 Tonnes","63.1"
"AQA03C3","Crop Yield","2005","2005","0122","Spring oats","000 Tonnes","49.8"
"AQA03C3","Crop Yield","2005","2005","013","Total barley","000 Tonnes","1024.4"
"AQA03C3","Crop Yield","2005","2005","0131","Winter barley","000 Tonnes","126"
"AQA03C3","Crop Yield","2005","2005","0132","Spring barley","000 Tonnes","899.2"
"AQA03C3","Crop Yield","2005","2005","02","Beans and peas","000 Tonnes","18.9"
"AQA03C3","Crop Yield","2005","2005","03","Oilseed rape","000 Tonnes","14.2"
"AQA03C3","Crop Yield","2005","2005","04","Potatoes","000 Tonnes","409.2"
"AQA03C3","Crop Yield","2005","2005","05","Turnips","000 Tonnes",""
"AQA03C3","Crop Yield","2005","2005","061","Sugar beet","000 Tonnes","1380"
"AQA03C3","Crop Yield","2005","2005","062","Fodder beet","000 Tonnes",""
"AQA03C3","Crop Yield","2005","2005","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2006","2006","01","Total wheat, oats and barley","000 Tonnes","2083.1"
"AQA03C3","Crop Yield","2006","2006","011","Total wheat","000 Tonnes","801"
"AQA03C3","Crop Yield","2006","2006","0111","Winter wheat","000 Tonnes","580"
"AQA03C3","Crop Yield","2006","2006","0112","Spring wheat","000 Tonnes","221"
"AQA03C3","Crop Yield","2006","2006","012","Total oats","000 Tonnes","145.2"
"AQA03C3","Crop Yield","2006","2006","0121","Winter oats","000 Tonnes","74.2"
"AQA03C3","Crop Yield","2006","2006","0122","Spring oats","000 Tonnes","71"
"AQA03C3","Crop Yield","2006","2006","013","Total barley","000 Tonnes","1136.9"
"AQA03C3","Crop Yield","2006","2006","0131","Winter barley","000 Tonnes","119.3"
"AQA03C3","Crop Yield","2006","2006","0132","Spring barley","000 Tonnes","1017.6"
"AQA03C3","Crop Yield","2006","2006","02","Beans and peas","000 Tonnes","20"
"AQA03C3","Crop Yield","2006","2006","03","Oilseed rape","000 Tonnes","17.9"
"AQA03C3","Crop Yield","2006","2006","04","Potatoes","000 Tonnes","382.9"
"AQA03C3","Crop Yield","2006","2006","05","Turnips","000 Tonnes",""
"AQA03C3","Crop Yield","2006","2006","061","Sugar beet","000 Tonnes",""
"AQA03C3","Crop Yield","2006","2006","062","Fodder beet","000 Tonnes",""
"AQA03C3","Crop Yield","2006","2006","07","Kale and field cabbage","000 Tonnes",""
"AQA03C3","Crop Yield","2007","2007","01","Total wheat, oats and barley","000 Tonnes","1997"
"AQA03C3","Crop Yield","2007","2007","011","Total wheat","000 Tonnes","713.4"
"AQA03C3","Crop Yield","2007","2007","0111","Winter wheat","000 Tonnes","562.5"
"AQA03C3","Crop Yield","2007","2007","0112","Spring wheat","000 Tonnes","150.9"
"AQA03C3","Crop Yield","2007","2007","012","Total oats","000 Tonnes","159.1"
"AQA03C3","Crop Yield","2007","2007","0121","Winter oats","000 Tonnes","109.3"
"AQA03C3","Crop Yield","2007","2007","0122","Spring oats","000 Tonnes","49.8"
"AQA03C3","Crop Yield","2007","2007","013","Total barley","000 Tonnes","1124.5"
"AQA03C3","Crop Yield","2007","2007","0131","Winter barley","000 Tonnes","142.4"
"AQA03C3","Crop Yield","2007","2007","0132","Spring barley","000 Tonnes","982.2"
"AQA03C3","Crop Yield","2007","2007","02","Beans and peas","000 Tonnes","12.8"
"AQA03C3","Crop Yield","2007","2007","03","Oilseed rape","000 Tonnes","31.9"
"AQA03C3","Crop Yield","2007","2007","04","Potatoes","000 Tonnes","399"
"AQA03C3","Crop Yield","2007","2007","05","Turnips","000 Tonnes",""
"AQA03C3","Crop Yield","2007","2007","061","Sugar beet","000 Tonnes",""
"AQA03C3","Crop Yield","2007","2007","062","Fodder beet","000 Tonnes",""
"AQA03C3","Crop Yield","2007","2007","07","Kale and field cabbage","000 Tonnes",""
